code,name,close,volume
BOMN,Boston Omaha Corp Cl A,21.61,"107,500"
BOOM,Dynamic Materials,41.33,"119,500"
BOSC,Bos Better Online,2.500,"4,900"
BOTJ,Bank of The Jame Fnl,11.71,"3,100"
BOTZ,G-X Robotics & Artificial Intel Thmtc,31.06,"560,700"
BOWX,Bowx Acquisition Corp. Cl A,9.850,"218,900"
BOWXU,Bowx Acquisition Corp,10.15,"60,600"
BOWXW,Bowx Acquisition Corp. WT,1.200,"22,000"
BOXL,Boxlight Corp Cl A,1.470,"2,114,300"
BPFH,Boston Pvt Finl Hld,7.230,"312,300"
BPMC,Blueprint Medicines Corp,97.65,"606,900"
BPOP,Popular Inc,49.00,"635,200"
BPOPM,Popular Inc Trust II,25.75,700
BPOPN,Popular Inc Trust,26.00,"3,800"
BPRN,Bank of Princeton,22.75,"3,100"
BPTH,Bio-Path Holdings,3.670,"726,800"
BPY,Brookfield Property Partners L,15.75,"1,722,900"
BPYPN,Brookfield Property Partners L.P. 5.75%,22.46,"12,400"
BPYPO,Brookfield Property Partners L.P. 6.375%,23.68,"25,700"
BPYPP,Brookfield Property Partners LP Pfd Unit,23.96,"18,000"
BPYU,Brookfield Property REIT Inc,16.04,"267,700"
BPYUP,Brookfield Property REIT Inc 6.375%,22.06,"22,000"
BRID,Bridgford Foods Cp,18.70,"2,800"
BRKL,Brookline Bancorp,11.75,"459,100"
BRKR,Bruker Corp,51.04,"910,400"
BRKS,Brooks Automation,67.18,"560,700"
BRLI,Brilliant Acquisition Corp,9.820,"5,100"
BRLIR,Brilliant Acquisition Corp Rights,0.2301,"21,000"
BRLIU,Brilliant Acquisition Corp,10.27,600
BRLIW,Brilliant Acquisition Corp Warrants,0.2701,"9,900"
BROG,Brooge Holdings Ltd,8.873,"9,800"
BROGW,Brooge Holdings Ltd Warrants,0.4505,"3,000"
BRP,Brp Group Inc Cl A,31.30,"127,600"
BRPA,Big Rock Partners Acquisition Corp,10.81,500
BRPAR,Big Rock Partners Acquisition Corp Right,0.2623,"28,900"
BRPAW,Big Rock Partners Acquisition Corp WT,0.3000,"5,500"
BRQS,Borqs Technologies Inc,1.010,"1,548,500"
BRY,Berry Pete Corp,3.400,"241,100"
BSAE,Invesco Bs 2021 USD EM Debt ETF,25.38,700
BSBE,Invesco Bs 2022 USD En Debt ETF,25.93,700
BSBK,Bogota Financial Corp,8.810,"7,400"
BSCE,Invesco Bs 2023 USD EM Debt ETF,26.37,300
BSCK,Bs 2020 Corp Bond Invesco ETF,21.21,"245,000"
BSCL,Bs 2021 Corp Bond Invesco ETF,21.30,"386,000"
BSCM,Bs 2022 Corp Bond Invesco ETF,21.85,"635,700"
BSCN,Bs 2023 Corp Bond Invesco ETF,21.87,"318,500"
BSCO,Bs 2024 Corp Bond Invesco ETF,22.29,"172,000"
BSCP,Bs 2025 Corp Bond Invesco ETF,22.50,"104,400"
BSCQ,Bs 2026 Corp Bond Invesco ETF,21.83,"43,100"
BSCR,Bs 2027 Corp Bond Invesco ETF,22.21,"25,800"
BSCS,Bs 2028 Corp Bond Invesco ETF,23.40,"19,800"
BSCT,Bs 2029 Corp Bond Invesco ETF,21.65,"11,900"
BSCU,Bs 2030 Corp Bond Invesco ETF,20.20,700
BSDE,Invesco Bs 2024 USD EM Debt,26.15,"3,200"
BSET,Bassett Furniture,16.33,"36,400"
BSGM,Biosig Technologies,4.430,"403,400"
BSJK,Bs 2020 High Yield Corp Bond Invesco ETF,23.36,"96,700"
BSJL,Bs 2021 High Yield Corp Bond Invesco ETF,23.13,"396,300"
BSJM,Bs 2022 High Yield Corp Bond Invesco ETF,23.23,"171,000"
BSJN,Bs 2023 High Yield Corp Bond Invesco ETF,25.15,"289,100"
BSJO,Bs 2024 High Yield Corp Bond Invesco ETF,24.69,"145,100"
BSJP,Bs 2025 High Yield Corp Bond Invesco ETF,24.18,"185,800"
BSJQ,Invesco Bs 2026 High Yield Corp Bond ETF,25.24,"113,600"
BSJR,Invesco Bs 2027 High Yield Corp Bond ETF,25.24,"2,400"
BSJS,Invesco Bs 2028 High Yield Corp Bond ETF,25.43,"1,300"
BSML,Invesco Bs 2021 Municipal Bond ETF,25.34,"2,200"
BSMM,Invesco Bs 2022 Municipal Bond ETF,25.46,"4,700"
BSMN,Invesco Bs 2023 Municipal Bond ETF,25.59,"4,700"
BSMO,Invesco Bs 2024 Municipal Bond ETF,25.62,"4,200"
BSMP,Invesco Bs 2025 Municipal Bond ETF,25.93,"4,300"
BSMQ,Invesco Bs 2026 Municipal Bond ETF,25.76,"2,300"
BSMR,Invesco Bs 2027 Municipal Bond ETF,25.60,"2,800"
BSMS,Invesco Bs 2028 Municipal Bond ETF,26.04,"4,600"
BSMT,Invesco Bs 2029 Municipal Bond ETF,25.96,700
BSMU,Invesco Bs 2030 Municipal Bond ETF,25.44,700
BSQR,Bsquare Corp,1.470,"45,600"
BSRR,Sierra Bancorp,21.94,"24,900"
BSTC,Biospecifics Tech Cp,88.44,"64,900"
BSVN,Bank7 Corp,12.15,"4,200"
BSY,Bentley Systems Incorporated Cl B,35.55,"610,200"
BTAI,Bioxcel Therapeutics Inc,49.52,"256,800"
BTAQ,Burgundy Technology Acquisition Corp Cl,9.740,"55,500"
BTAQU,Burgundy Technology Acquisition Corp,10.07,"50,800"
BTAQW,Burgundy Technology Acquisition Corp WT,0.7500,"40,100"
BTBT,Bit Digital Inc,6.100,"872,300"
BTEC,Principal Healthcare Innovators Index,53.22,"19,500"
BTWNU,Bridgetown Holdings Limited Units,10.29,"93,800"
BUG,Global X Cybersecurity ETF,22.10,"39,300"
BUSE,First Busey Corp,20.52,"100,200"
BVXV,Biondvax Pharma Ads,3.290,"1,850,500"
BWACU,Better World Acquisition Corp,10.04,"74,400"
BWAY,Brainsway Ltd ADR,6.060,"18,400"
BWB,Bridgewater Bancshares Inc,11.58,"43,900"
BWEN,Broadwind Energy Inc,4.670,"2,032,800"
BWFG,Bankwell Financial,18.13,"7,400"
BWMX,Betterware DE Mexico Da DE Cv,30.91,"43,500"
BXRX,Baudax Bio Inc,1.060,"1,203,200"
BYFC,Broadway Fin Cp,1.640,"311,200"
BYND,Beyond Meat Inc,136.6,"2,658,000"
BYSI,Beyondspring Inc,10.39,"994,000"
BZUN,Baozun Inc Ads,41.92,"930,300"
CAAS,China Automotive Sys,3.380,"306,900"
CABA,Cabaletta Bio Inc,14.11,"55,300"
CAC,Camden Natl Cp,35.86,"21,300"
CACC,Credit Acceptance,293.3,"208,800"
CACG,Legg Clearbridge All Cap Growth ETF,41.37,"7,200"
CAKE,Cheesecake Fact,34.80,"1,564,800"
CALA,Calithera Biosci Com,4.890,"781,400"
CALB,California Bancorp,16.38,"6,400"
CALM,Cal-Maine Foods IN,39.16,"337,700"
CALT,Calliditas Therapeutics Ab ADR,33.00,"17,300"
CAMP,Calamp Corp,9.020,"139,300"
CAMT,Camtek Ltd,18.60,"285,100"
CAN,Canaan Inc ADR,4.280,"12,121,600"
CAPA,Highcape Capital Acquisition Corp Cl A,9.900,500
CAPAU,Highcape Capital Acquisition Corp,10.05,600
CAPAW,Highcape Capital Acquisition Corp WT,1.0000,500
CAPR,Capricor Therap,4.300,"313,200"
CAR,Avis Budget Group,34.79,"1,347,300"
CARA,Cara Therapeutics,15.33,"363,100"
CARE,Carter Bank&Tr [Va],8.170,"93,400"
CARG,Cargurus Inc Cl A,22.69,"1,426,500"
CARV,Carver Bancorp,6.680,"140,700"
CARZ,Nasdaq Global Auto Index Fund FT,48.41,"8,300"
CASA,Casa Systems Inc,5.360,"415,700"
CASH,Meta Financial Group,34.66,"201,000"
CASI,Casi Phrmactcls Inc,2.210,"519,400"
CASS,Cass Information Sys,42.59,"36,800"
CASY,Casey's General Stor,179.0,"242,500"
CATB,Catabasis Pharma,1.360,"1,240,700"
CATC,Cambridge Bancorp,70.56,"18,500"
CATH,G-X S&P 500 Catholic Values ETF,44.07,"3,200"
CATM,Cardtronics Inc,22.86,"189,600"
CATY,Cathay Genl Bncp,28.75,"283,400"
CBAN,Colony Bankcorp Inc,13.15,"4,600"
CBAT,Cbak Energy Technology Inc,7.990,"14,568,600"
CBAY,Cymabay Therapeutics,7.770,"868,200"
CBFV,Cb Financial Svc,22.40,"4,000"
CBIO,Catalyst Bio,5.810,"82,700"
CBLI,Cleveland Biolabs,3.100,"187,900"
CBMB,Cbm Bancorp Inc,13.74,100
CBMG,Cellular Biomedicine,18.30,"33,800"
CBNK,Capital Bancorp Inc,12.31,"13,500"
CBPO,China Biologic Produ,118.8,"297,200"
CBRL,Cracker Barrel,139.1,"267,100"
CBSH,Commerce Bancshares,68.71,"811,300"
CBTX,Cbtx Inc,22.77,"45,400"
CCAP,Crescent Capital Bdc Inc,13.43,"17,300"
CCB,Coastal Financial Corp,19.71,"14,800"
CCBG,Capital City Bank Gr,22.98,"18,700"
CCCC,C4 Therapeutics Inc,28.50,"966,700"
CCD,Calams Dy Cnv IN,26.43,"64,700"
CCLP,CSI Compressco,0.8149,"64,700"
CCMP,Cabot Microelectron,145.0,"162,900"
CCNC,Code Chain New Continent Ltd,1.670,"90,000"
CCNE,Cnb Financial Corp,20.05,"38,900"
CCNEP,Cnb Financial Corp,25.70,"20,900"
CCOI,Cogent Comm Hlds,57.54,"306,800"
CCRC,China Customer Ord,4.750,"22,700"
CCRN,Cross Ctry Hlthcr,7.720,"275,900"
CCXI,Chemocentryx Inc,56.06,"417,200"
CD,Chindata Group Holdings Limited ADR,15.45,"611,300"
CDAK,Codiak Biosciences Inc,8.270,"210,900"
CDC,Victory US Eqty Income Ehnd Vol Wtd ETF,51.69,"28,000"
CDEV,Centennial Resource Development Inc,1.020,"5,000,000"
CDK,Cdk Global Inc,47.23,"860,400"
CDL,Victory US Largecap HI Div Vol Wtd ETF,45.20,"8,600"
CDLX,Cardlytics Inc,119.3,"404,900"
CDMO,Avid Bioservices Inc,8.990,"150,000"
CDMOP,Avid Bioservices Inc,27.59,"3,600"
CDNA,Caredx Inc,61.18,"449,800"
CDNS,Cadence Design Sys,112.8,"1,418,800"
CDTX,Cidara Thera,2.420,"239,200"
CDW,CDW Corp,132.0,"783,700"
CDXC,Chromadex Corp CS,4.870,"350,200"
CDXS,Codexis Inc,17.35,"458,500"
CDZI,Cadiz Inc,9.780,"76,700"
CECE,C E C O Envir,7.190,"51,300"
CEFA,Global X S&P Catholic Values Ex-U.S. ETF,28.63,"2,700"
CELC,Celcuity Inc,8.810,"24,600"
CELH,Celsius Holdings Inc,34.16,"874,000"
CEMI,Chembio Diagnostics,5.070,"827,700"
CENT,Central Garden,41.18,"94,600"
CENTA,Central Garden & Pet,37.19,"234,000"
CENX,Century Aluminum C,9.650,"536,600"
CERC,Cerecor Inc,2.320,"139,200"
CERE,Cerevel Therapeutics Hldg Inc,13.65,"133,500"
CEREW,Cerevel Therapeutics Hldg Inc WT,3.250,"7,900"
CERN,Cerner Corp,73.25,"1,558,800"
CERS,Cerus Corp,6.230,"1,243,200"
CETX,Cemtrex Inc,1.230,"955,500"
CETXP,Cemtrex Inc Series 1 Pfd,2.050,600
CETXW,Cemtrex Inc Series 1 WT,0.0879,"45,100"
CEVA,Ceva Inc,38.46,"145,100"
CEY,Victory EM High Div Vol Wtd ETF,20.77,"13,100"
CEZ,Victory EM Vol Wtd ETF,25.15,500
CFA,Victory US 500 Vol ETF,59.18,"25,300"
CFACU,Cf Finance Acquisition Corp III,10.16,"77,000"
CFB,Crossfirst Bankshares Inc,9.480,"96,000"
CFBI,Community First Bancshares Inc,9.175,"1,400"
CFBK,Central Fed Cp,14.73,300
CFFA,Cf Finance Acquisition Corp Cl A,10.55,"194,300"
CFFAU,Cf Finance Acquisition Corp Unit,10.68,"1,900"
CFFAW,Cf Finance Acquisition Corp WT,1.265,"186,900"
CFFI,C&F Financial Corp,40.45,"4,300"
CFFN,Capitol Fed Finl Inc,12.70,"1,876,100"
CFII,Cf Finance Acquisition Corp. II Cl A,9.980,"84,800"
CFIIU,Cf Finance Acquisition Corp II,10.20,"60,600"
CFIIW,Cf Finance Acquisition Corp. II WT,1.0000,"19,100"
CFMS,Conformis Inc CS,0.6296,"242,300"
CFO,Victory US 500 Ehnd Vol Wtd ETF,59.22,"44,000"
CFRX,Contrafect,5.170,"108,900"
CG,The Carlyle Group,27.94,"1,531,100"
CGBD,Tcg Bdc Inc,10.41,"478,000"
CGC,Canopy Growth Corp,23.72,"2,996,400"
CGEN,Compugen Ltd,13.22,"665,100"
CGIX,Cancer Genetics Inc,2.240,"43,600"
CGNX,Cognex Cp,71.84,"465,500"
CGO,Calamos Glb Ttl Rtn,13.46,"22,700"
CGRO,Collective Growth Corp Cl A,9.900,"5,500"
CGROU,Collective Growth Corp,10.21,100
CGROW,Collective Growth Corp WT,0.9000,"2,600"
CHB,Global X China Biotech Innovation ETF,15.51,"1,000"
CHCI,Comstock Hlds Cos,2.778,"230,700"
CHCO,City Holding Company,67.42,"53,200"
CHDN,Churchill Downs IN,186.6,"217,500"
CHEF,The Chefs Warehouse,19.33,"514,300"
CHEK,Check-Cap Ltd Ord,0.3548,"10,951,700"
CHEKZ,Check-Cap Ltd Series C WT,0.0357,"22,700"
CHFS,CHF Solutions Inc,6.720,"205,400"
CHI,Calamos Cv Opp & Inc,12.40,"186,100"
CHKP,Check Point Software,118.9,"638,300"
CHMA,Chiasma Inc,4.000,"567,800"
CHMG,Chemung Financial Cp,33.99,"19,700"
CHNA,Loncar China Biopharma ETF,30.45,300
CHNG,Change Healthcare Inc,17.19,"2,265,500"
CHNGU,Change Healthcare Inc Tangible Equity,60.82,"1,600"
CHNR,China Natural Res,1.480,"791,200"
CHPM,Chp Merger Corp Cl A,10.000,"10,200"
CHPMU,Chp Merger Corp,11.50,300
CHPMW,Chp Merger Corp WT,0.9100,"26,600"
CHRS,Coherus Bio,18.18,"592,900"
CHRW,C.H. Robinson Ww,92.59,"1,271,900"
CHSCL,CHS B Cum Pfd Srs 4,29.00,"33,300"
CHSCM,CHS Pfd Clb Ser3,27.00,"23,700"
CHSCN,CHS Inc Pfd B Srs 2,27.90,"12,100"
CHSCO,CHS Inc Cl B Pfd,28.36,"9,400"
CHSCP,CHS Inc,29.70,"6,000"
CHTR,Charter Communicatio,655.4,"1,163,700"
CHUY,Chuy's Holdings Inc,23.14,"85,400"
CHW,Calamos Gbl Dyn Inc,9.080,"180,600"
CHY,Calamos Cv & High IN,13.11,"159,800"
CIBR,Nasdaq Cybersecurity ETF FT,37.37,"261,300"
CID,Victory Intl HI Div Vol Wtd ETF,28.70,"3,500"
CIDM,Cinedigm Corp,0.5877,"5,711,800"
CIGI,Colliers Intl Grp IN,86.98,"49,300"
CIH,China Index Holdings Ltd,1.580,"31,800"
CIIC,Ciig Merger Corp Cl A,17.00,"9,512,000"
CIICU,Ciig Merger Corp Units,19.30,"238,500"
CIICW,Ciig Merger Corp Warrants,4.160,"1,491,200"
CIL,Victory Intl Vol Wtd ETF,39.96,"1,800"
CINF,Cincinnati Financial,77.40,"825,100"
CIVB,Civista Bncshrs,16.54,"30,900"
CIZ,Victory Dev Enhd Vol Wtd ETF,30.21,"12,900"
CIZN,Citizens Hld Company,20.98,"5,300"
CJJD,China Jojo Drugstore,1.0000,"334,700"
CKPT,Checkpoint Therapeutics Inc,2.410,"283,300"
CLAR,Clarus Corp,14.43,"109,900"
CLBK,Columbia Financial Inc,14.49,"136,600"
CLBS,Caladrius Bio,1.450,"159,700"
CLCT,Collectors Universe,69.92,"100,400"
CLDB,Cortland Bncp Crtld Ohio,15.25,"1,500"
CLDX,Celldex Therapeutics,19.92,"480,500"
CLEU,China Liberal Education Holdings Ltd,5.550,"2,600"
CLFD,Clearfield Inc,23.34,"72,100"
CLGN,Collplant Biotechnologies Ltd,7.550,"8,100"
CLIR,Clearsign Combustion,2.320,"127,800"
CLLS,Cellectis S.A. ADR,21.15,"141,000"
CLMT,Calumet Specialty Pr,3.550,"140,700"
CLNE,Clean Energy Fuels,3.480,"3,000,700"
CLOU,Global X Cloud Computing ETF,24.82,"1,212,600"
CLPS,Clps Incorp,2.990,"237,900"
CLPT,Clearpoint Neuro Inc,9.350,"200,800"
CLRB,Cellectar Biosc,1.180,"174,400"
CLRBZ,Cellectar Bio Sra WT,0.1350,"2,800"
CLRG,IQ Chaikin U.S. Large Cap ETF,27.10,200
CLRO,Clearone Inc,2.000,"132,700"
CLSD,Clearside Biomedi,1.780,"126,500"
CLSK,Cleanspark Inc,10.15,"2,098,500"
CLSN,Celsion Corp,0.5228,"394,700"
CLVS,Clovis Oncology Inc,4.230,"3,674,900"
CLWT,Euro Tech Hld,2.990,"6,900"
CLXT,Calyxt Inc,3.750,"137,100"
CMBM,Cambium Networks Corp,22.36,"122,600"
CMCO,Columbus Mckinnon,35.99,"84,800"
CMCSA,Comcast Corp A,49.17,"19,830,000"
CMCT,Cim Commercial TR Cp,9.770,"25,400"
CMCTP,Cim Commercial Trust Corp Series L,22.70,100
CME,CME Group Inc,167.5,"1,282,700"
CMFNL,Cm Finance Inc 6.125% Notes Due 2023,24.00,"11,100"
CMLF,Cm Life Sciences Inc Cl A,10.02,"3,000"
CMLFU,Cm Life Sciences Inc,10.56,"4,300"
CMLFW,Cm Life Sciences Inc WT,2.060,500
CMLS,Cumulus Media Inc Cl A,7.130,"128,700"
CMPI,Checkmate Pharmaceuticals Inc,11.12,"12,500"
CMPR,Cimpress N.V. Ord,85.57,"108,500"
CMPS,Compass Pathways Plc ADR,33.83,"146,000"
CMRX,Chimerix Inc,3.330,"235,700"
CMTL,Comtech Telecom Company,18.13,"80,700"
CNBKA,Century Bancorp Inc,78.68,"10,000"
CNCE,Concert Pharmaceutic,10.75,"78,000"
CNCR,Loncar Cancer Immunotherapy ETF,29.72,"19,900"
CNDT,Conduent Inc,4.220,"1,159,900"
CNET,Chinanet Online Hld,1.460,"222,000"
CNFR,Conifer Holdings,2.390,"16,600"
CNFRL,Conifer Holdings Inc 6.75% Senior,21.75,"5,700"
CNNB,Cincinnati Bancorp,10.39,"3,500"
CNOB,Connectone Bancorp,17.65,"140,800"
CNSL,Consolidated Communications Holdings Inc,5.270,"313,800"
CNSP,Cns Pharmaceuticals Inc,2.250,"87,300"
CNST,Constellation Pharmaceuticals Inc,23.70,"664,200"
CNTG,Centogene N.V.,11.50,"104,200"
CNTY,Century Casinos IN,5.960,"201,900"
CNXN,PC Connection Inc,44.98,"68,800"
COCP,Cocrystal Pharma Inc,0.8890,"504,100"
CODA,Coda Octopus Group,5.630,"7,700"
CODX,Co-Diagnostics Inc,11.09,"2,008,600"
COFS,Choiceone Financial,29.82,"6,500"
COGT,Cogent Biosciences Inc,10.24,"373,200"
COHR,Coherent Inc,120.4,"87,800"
COHU,Cohu Inc,27.38,"264,800"
COKE,Coca Cola Bot Cons,263.9,"25,600"
COLB,Columbia Banking Sys,33.39,"405,400"
COLL,Collegium Pharma,18.54,"358,500"
COLM,Columbia Sprtswr,84.27,"647,400"
COMM,Commscope Holding Company,10.89,"1,780,900"
COMT,Commodities Select Strategy Ishares ETF,25.45,"114,400"
CONE,Cyrusone Inc,71.28,"818,400"
CONN,Conn's Inc,10.25,"337,800"
CONXU,Conx Corp,10.02,"1,194,600"
COOP,Mr.Cooper Group Inc,25.05,"578,800"
CORE,Core Mark Holding,32.29,"296,000"
CORT,Corcept Therapeutics,23.93,"3,270,300"
COST,Costco Wholesale,381.1,"1,809,400"
COUP,Coupa Software Inc,314.2,"924,500"
COWN,Cowen Group Inc,23.65,"276,800"
COWNL,Cowen Inc 7.75% Senior Notes Due 2033,27.68,"3,700"
COWNZ,Cowen Inc 7.35% Senior Notes Due 2027,25.74,"3,800"
CPAA,Conyers Park II Acquisition Corp Cl A,8.860,"252,200"
CPAAU,Conyers Park II Acquisition Corp Unit,9.910,900
CPAAW,Conyers Park II Acquisition Corp WT,1.050,"148,100"
CPAH,Counterpath Corp,2.770,"29,400"
CPHC,Canterbury Park Hl,11.71,"3,200"
CPIX,Cumberland Pharmaceu,2.990,"9,600"
CPLP,Capital Product Part,7.520,"38,100"
CPRT,Copart Inc,114.5,"1,451,000"
CPRX,Catalyst Pharm Inc,3.350,"1,168,800"
CPSH,Cps Technologies,2.400,"2,094,400"
CPSI,Computer Programs,28.85,"61,400"
CPSS,Consumer Portfol,4.000,"26,400"
CPST,Capstone Turbine Cp,6.530,"166,300"
CPTA,Capitala Finance Crp,10.63,"23,300"
CPTAG,Capitala Finance Corp 5.75% Convertible,23.60,900
CPTAL,Capitala Finance Corp 6% Notes Due 2022,23.59,"6,600"
CPZ,Calamos Long/Short Equity & Dynamic,17.01,"113,000"
CRAI,Cra International,43.99,"15,900"
CRBP,Corbus Pharma,1.210,"2,413,300"
CRDF,Cardiff Oncology Inc,18.22,"1,011,400"
CREE,Cree Inc,82.10,"2,436,500"
CREG,China Recycling Ener,4.530,"2,178,700"
CRESY,Cresud Sacif ADR,3.840,"39,500"
CREX,Creative Realities Inc,0.9092,"195,400"
CREXW,Creative Realities Inc,0.1299,500
CRIS,Curis Inc,1.300,"637,300"
CRMT,America's Car-Mart,101.6,"35,000"
CRNC,Cerence Inc,84.07,"1,664,800"
CRNT,Ceragon Networks Ltd,2.350,"271,500"
CRNX,Crinetics Pharmaceuticals Inc,13.66,"117,300"
CRON,Cronos Group Inc,7.220,"3,862,900"
CROX,Crocs Inc,61.27,"1,332,400"
CRSA,Crescent Acquisition Corp Cl A,10.11,700
CRSAU,Crescent Acquisition Corp Unit,10.80,"6,300"
CRSAW,Crescent Acquisition Corp WT,0.8800,"26,000"
CRSP,Crispr Therapeutics Ag,109.7,"842,900"
CRSR,Corsair Gaming Inc,40.33,"2,792,300"
CRTD,Creatd Inc,3.110,"191,800"
CRTDW,Creatd Inc WT,0.9000,"16,600"
CRTO,Criteo S.A. Ads,18.25,"705,500"
CRTX,Cortexyme Inc,56.93,"174,200"
CRUS,Cirrus Logic Inc,77.31,"400,000"
CRVL,Corvel Cp,92.37,"41,200"
CRVS,Corvus Pharma Com,3.990,"148,100"
CRWD,Crowdstrike Holdings Inc,145.7,"2,982,700"
CRWS,Crown Crafts Inc,7.480,"25,000"
CSA,Victory US Smallcap Vol Wtd ETF,48.89,500
CSB,Victory US Smallcap HI Div Vol Wtd ETF,45.13,"12,900"
CSBR,Champions Oncolog,13.27,"35,500"
CSCO,Cisco Systems Inc,40.97,"19,778,900"
CSCW,Color Star Tech CO Ltd,0.4990,"951,000"
CSF,Victory US Disc Enhd Vol Wtd ETF,45.82,"7,500"
CSGP,Costar Group Inc,892.1,"89,100"
CSGS,C S G Sys Intl,42.62,"163,800"
CSII,Cardiovascular Syst,34.49,"745,800"
CSIQ,Canadian Solar Inc,38.43,"3,158,700"
CSML,IQ Chaikin U.S. Small Cap ETF,26.39,"3,400"
CSOD,Cornerstone Ondemand,43.00,"325,500"
CSPI,C S P Inc,8.010,"5,300"
CSQ,Calamos Strgc Ttl Rt,14.50,"506,600"
CSSE,Chicken Soup For The Soul Entertainment,16.16,"89,500"
CSSEN,Chicken Soup For The Soul Entertainment,24.90,"4,600"
CSSEP,Chicken Soup For The Soul Entertainment,23.02,"8,800"
CSTE,Caesarstone Sdot-Yam,12.04,"174,800"
CSTL,Castle Biosciences Inc,48.08,"151,400"
CSTR,Capstar Financial Holdings Inc,12.51,"36,300"
CSWC,Capital Southwest,16.91,"89,800"
CSWCL,Capital Southwest Corp 5.95% Notes Due,25.65,"2,500"
CSWI,Csw Industrials Inc,108.5,"78,000"
CSX,CSX Corp,91.54,"2,132,000"
CTAS,Cintas Corp,361.9,"258,200"
CTBI,Community TR Bancp,34.27,"46,300"
CTEC,Global X Cleantech ETF,17.86,"87,600"
CTG,Computer Task Gp Inc,6.300,"13,800"
CTHR,Charles & Colvard,1.090,"179,500"
CTIB,Cti Inds Corp,2.119,"330,900"
CTIC,Cti Biopharm Corp,3.710,"1,955,500"
CTMX,Cytomx Thera,7.320,"191,800"
CTRE,Caretrust REIT Inc,19.26,"744,700"
CTRM,Castor Maritime Inc,0.1731,"53,644,600"
CTRN,Citi Trends Inc,32.55,"124,800"
CTSH,Cognizant Tech Sol,75.90,"2,277,100"
CTSO,Cytosorbents Cor,8.980,"262,100"
CTXR,Citius Pharmaceuticals Inc,0.9385,"278,200"
CTXRW,Citius Pharmaceuticals Inc WT,0.2996,100
CTXS,Citrix Systems Inc,120.5,"2,513,600"
CUBA,Herzfeld Caribbean,4.490,"7,300"
CUE,Cue Biopharma Inc,12.21,"206,600"
CURI,Curiositystream Inc,10.05,"35,200"
CURIW,Curiositystream Inc WT,1.220,"60,200"
CUTR,Cutera Inc,22.30,"106,100"
CVAC,Curevac N.V.,79.69,"391,500"
CVBF,Cvb Financial Corp,19.90,"342,900"
CVCO,Cavco Inds Inc,195.5,"28,800"
CVCY,Central Vly Cmty Bcp,14.59,"59,500"
CVET,Covetrus Inc,26.22,"692,000"
CVGI,Commercial Vehicle G,6.970,"483,400"
CVGW,Calavo Growers Inc,70.20,"107,200"
CVLG,Covenant Logistics Group Inc,17.47,"66,000"
CVLT,Commvault Systems,47.43,"399,300"
CVLY,Codorus Valley Bncp,15.91,"7,200"
CVV,CVD Equipment Corp,4.720,"39,100"
CWBC,Community West Bncsh,8.200,"22,500"
CWBR,Cohbar Inc,1.160,"517,400"
CWCO,Cons Water CO Inc,11.14,"66,800"
CWST,Casella Waste Sys,60.52,"225,200"
CXDC,China Xd Plastics Company,1.200,"29,700"
CXDO,Crexendo Inc,6.400,"15,900"
CXSE,Wisdomtree China Ex-Cso Fund,63.16,"188,400"
CYAD,Celyad Sa Ads,9.091,"2,500"
CYAN,Cyanotech Corp,2.540,"16,800"
CYBE,Cyberoptics Cp,25.95,"109,300"
CYBR,Cyberark Soft Ord,109.5,"306,300"
CYCC,Cyclacel Pharmaceuti,3.430,"84,000"
CYCCP,Cyclacel Pharmaceuti,5.960,"1,000"
CYCN,Cyclerion Therapeutics Inc,2.990,"372,200"
CYRN,Cyren Ltd,0.9837,"5,800"
CYRX,Cryoport Inc,45.47,"851,400"
CYTK,Cytokinetics,15.99,"894,800"
CZNC,Citizens Nrthn Cp,18.80,"22,000"
CZR,Caesars Entertainment Inc,64.01,"1,920,400"
CZWI,Citizens Community,8.960,"1,400"
